time_s,csp_out_V
4.554998544436893900e-06,-6.934673786163330078e-01
4.606198544437006167e-06,-6.932147145271301270e-01
4.657398544437118434e-06,-6.929621100425720215e-01
4.708598544437230700e-06,-6.927096247673034668e-01
4.759798544437342967e-06,-6.924572587013244629e-01
4.810998544437455234e-06,-6.922049522399902344e-01
4.862198544437567501e-06,-6.919527053833007812e-01
4.913398544437679768e-06,-6.917006373405456543e-01
4.964598544437792035e-06,-6.914485692977905273e-01
5.015798544437904301e-06,-6.911966800689697266e-01
5.066998544438016568e-06,-6.909448504447937012e-01
5.118198544438128835e-06,-6.906930804252624512e-01
5.169398544438241102e-06,-6.904414296150207520e-01
5.220598544438353369e-06,-6.901898384094238281e-01
5.271798544438465635e-06,-6.899383664131164551e-01
5.322998544438577902e-06,-6.896870136260986328e-01
5.374198544438690169e-06,-6.894357204437255859e-01
5.425398544438802436e-06,-6.891844868659973145e-01
5.476598544438914703e-06,-6.889334321022033691e-01
5.527798544439026970e-06,-6.886823773384094238e-01
5.578998544439139236e-06,-6.884314417839050293e-01
5.630198544439251503e-06,-6.881806254386901855e-01
5.681398544439363770e-06,-6.879298686981201172e-01
5.732598544439476037e-06,-6.876792311668395996e-01
5.783798544439588304e-06,-6.874287128448486328e-01
5.834998544439700570e-06,-6.871781945228576660e-01
5.886198544439812837e-06,-6.869278550148010254e-01
5.937398544439925104e-06,-6.866775751113891602e-01
5.988598544440037371e-06,-6.864273548126220703e-01
6.039798544440149638e-06,-6.861772537231445312e-01
6.090998544440261905e-06,-6.859272718429565430e-01
6.142198544440374171e-06,-6.856773495674133301e-01
6.193398544440486438e-06,-6.854274868965148926e-01
6.244598544440598705e-06,-6.851777434349060059e-01
6.295798544440710972e-06,-6.849281191825866699e-01
6.346998544440823239e-06,-6.846785545349121094e-01
6.398198544440935505e-06,-6.844291090965270996e-01
6.449398544441047772e-06,-6.841797232627868652e-01
6.500598544441160039e-06,-6.839304566383361816e-01
6.551798544441272306e-06,-6.836812496185302734e-01
6.602998544441384573e-06,-6.834321618080139160e-01
6.654198544441496840e-06,-6.831831336021423340e-01
6.705398544441609106e-06,-6.829342246055603027e-01
6.756598544441721373e-06,-6.826853752136230469e-01
6.807798544441833640e-06,-6.824366450309753418e-01
6.858998544441945907e-06,-6.821879744529724121e-01
6.910198544442058174e-06,-6.819394230842590332e-01
6.961398544442170440e-06,-6.816909909248352051e-01
7.012598544442282707e-06,-6.814426183700561523e-01
7.063798544442394974e-06,-6.811943054199218750e-01
7.114998544442507241e-06,-6.809461116790771484e-01
7.166198544442619508e-06,-6.806980371475219727e-01
7.217398544442731775e-06,-6.804500222206115723e-01
7.268598544442844041e-06,-6.802020668983459473e-01
7.319798544442956308e-06,-6.799542307853698730e-01
7.370998544443068575e-06,-6.797065138816833496e-01
7.422198544443180842e-06,-6.794588565826416016e-01
7.473398544443293109e-06,-6.792112588882446289e-01
7.524598544443405375e-06,-6.789637804031372070e-01
7.575798544443517642e-06,-6.787164211273193359e-01
7.626998544443629909e-06,-6.784691214561462402e-01
7.678198544443742176e-06,-6.782219409942626953e-01
7.729398544443854443e-06,-6.779748201370239258e-01
7.780598544443966710e-06,-6.777278184890747070e-01
7.831798544444078976e-06,-6.774808764457702637e-01
7.882998544444191243e-06,-6.772339940071105957e-01
7.934198544444303510e-06,-6.769872903823852539e-01
7.985398544444415777e-06,-6.767405867576599121e-01
8.036598544444528044e-06,-6.764940619468688965e-01
8.087798544444640310e-06,-6.762475371360778809e-01
8.138998544444752577e-06,-6.760011315345764160e-01
8.190198544444864844e-06,-6.757548451423645020e-01
8.241398544444977111e-06,-6.755086183547973633e-01
8.292598544445089378e-06,-6.752625107765197754e-01
8.343798544445201645e-06,-6.750164628028869629e-01
8.394998544445313911e-06,-6.747705340385437012e-01
8.446198544445426178e-06,-6.745246648788452148e-01
8.497398544445538445e-06,-6.742789149284362793e-01
8.548598544445650712e-06,-6.740332245826721191e-01
8.599798544445762979e-06,-6.737876534461975098e-01
8.650998544445875245e-06,-6.735421419143676758e-01
8.702198544445987512e-06,-6.732967495918273926e-01
8.753398544446099779e-06,-6.730514168739318848e-01
8.804598544446212046e-06,-6.728062033653259277e-01
8.855798544446324313e-06,-6.725610494613647461e-01
8.906998544446436580e-06,-6.723160147666931152e-01
8.958198544446548846e-06,-6.720710396766662598e-01
9.009398544446661113e-06,-6.718261837959289551e-01
9.060598544446773380e-06,-6.715813875198364258e-01
9.111798544446885647e-06,-6.713367104530334473e-01
9.162998544446997914e-06,-6.710920929908752441e-01
9.214198544447110180e-06,-6.708475947380065918e-01
9.265398544447222447e-06,-6.706031560897827148e-01
9.316598544447334714e-06,-6.703588366508483887e-01
9.367798544447446981e-06,-6.701145768165588379e-01
9.418998544447559248e-06,-6.698704361915588379e-01
9.470198544447671515e-06,-6.696263551712036133e-01
9.521398544447783781e-06,-6.693823933601379395e-01
9.572598544447896048e-06,-6.691384911537170410e-01
9.623798544448008315e-06,-6.688946485519409180e-01
9.674998544448120582e-06,-6.686509847640991211e-01
9.726198544448232849e-06,-6.684073209762573242e-01
9.777398544448345115e-06,-6.681637763977050781e-01
9.828598544448457382e-06,-6.679203510284423828e-01
9.879798544448569649e-06,-6.676769852638244629e-01
9.930998544448681916e-06,-6.674337387084960938e-01
9.982198544448794183e-06,-6.671905517578125000e-01
1.003339854444890645e-05,-6.669474244117736816e-01
1.008459854444901872e-05,-6.667044162750244141e-01
1.013579854444913098e-05,-6.664615273475646973e-01
1.018699854444924325e-05,-6.662186980247497559e-01
1.023819854444935552e-05,-6.659759879112243652e-01
1.028939854444946778e-05,-6.657333374023437500e-01
1.034059854444958005e-05,-6.654907464981079102e-01
1.039179854444969232e-05,-6.652482748031616211e-01
1.044299854444980458e-05,-6.650058627128601074e-01
1.049419854444991685e-05,-6.647635698318481445e-01
1.054539854445002912e-05,-6.645213961601257324e-01
1.059659854445014138e-05,-6.642792820930480957e-01
1.064779854445025365e-05,-6.640372276306152344e-01
1.069899854445036592e-05,-6.637952923774719238e-01
1.075019854445047818e-05,-6.635534167289733887e-01
1.080139854445059045e-05,-6.633116602897644043e-01
1.085259854445070272e-05,-6.630699634552001953e-01
1.090379854445081499e-05,-6.628283858299255371e-01
1.095499854445092725e-05,-6.625868678092956543e-01
1.100619854445103952e-05,-6.623454689979553223e-01
1.105739854445115179e-05,-6.621041297912597656e-01
1.110859854445126405e-05,-6.618629097938537598e-01
1.115979854445137632e-05,-6.616217494010925293e-01
1.121099854445148859e-05,-6.613807082176208496e-01
1.126219854445160085e-05,-6.611397266387939453e-01
1.131339854445171312e-05,-6.608988046646118164e-01
1.136459854445182539e-05,-6.606580018997192383e-01
1.141579854445193765e-05,-6.604173183441162109e-01
1.146699854445204992e-05,-6.601766943931579590e-01
1.151819854445216219e-05,-6.599361300468444824e-01
1.156939854445227445e-05,-6.596956849098205566e-01
1.162059854445238672e-05,-6.594553589820861816e-01
1.167179854445249899e-05,-6.592150330543518066e-01
1.172299854445261125e-05,-6.589748859405517578e-01
1.177419854445272352e-05,-6.587347984313964844e-01
1.182539854445283579e-05,-6.584947705268859863e-01
1.187659854445294805e-05,-6.582548618316650391e-01
1.192779854445306032e-05,-6.580150127410888672e-01
1.197899854445317259e-05,-6.577752232551574707e-01
1.203019854445328486e-05,-6.575356125831604004e-01
1.208139854445339712e-05,-6.572960019111633301e-01
1.213259854445350939e-05,-6.570565104484558105e-01
1.218379854445362166e-05,-6.568171381950378418e-01
1.223499854445373392e-05,-6.565778255462646484e-01
1.228619854445384619e-05,-6.563385725021362305e-01
1.233739854445395846e-05,-6.560994386672973633e-01
1.238859854445407072e-05,-6.558603644371032715e-01
1.243979854445418299e-05,-6.556214094161987305e-01
1.249099854445429526e-05,-6.553825736045837402e-01
1.254219854445440752e-05,-6.551437377929687500e-01
1.259339854445451979e-05,-6.549050807952880859e-01
1.264459854445463206e-05,-6.546664237976074219e-01
1.269579854445474432e-05,-6.544278860092163086e-01
1.274699854445485659e-05,-6.541894674301147461e-01
1.279819854445496886e-05,-6.539511084556579590e-01
1.284939854445508112e-05,-6.537128686904907227e-01
1.290059854445519339e-05,-6.534746289253234863e-01
1.295179854445530566e-05,-6.532365679740905762e-01
1.300299854445541792e-05,-6.529985666275024414e-01
1.305419854445553019e-05,-6.527606248855590820e-01
1.310539854445564246e-05,-6.525228023529052734e-01
1.315659854445575473e-05,-6.522850394248962402e-01
1.320779854445586699e-05,-6.520473957061767578e-01
1.325899854445597926e-05,-6.518098115921020508e-01
1.331019854445609153e-05,-6.515723466873168945e-01
1.336139854445620379e-05,-6.513349413871765137e-01
1.341259854445631606e-05,-6.510975956916809082e-01
1.346379854445642833e-05,-6.508603692054748535e-01
1.351499854445654059e-05,-6.506232023239135742e-01
1.356619854445665286e-05,-6.503861546516418457e-01
1.361739854445676513e-05,-6.501492261886596680e-01
1.366859854445687739e-05,-6.499122977256774902e-01
1.371979854445698966e-05,-6.496755480766296387e-01
1.377099854445710193e-05,-6.494387984275817871e-01
1.382219854445721419e-05,-6.492021679878234863e-01
1.387339854445732646e-05,-6.489656567573547363e-01
1.392459854445743873e-05,-6.487292051315307617e-01
1.397579854445755099e-05,-6.484928131103515625e-01
1.402699854445766326e-05,-6.482565402984619141e-01
1.407819854445777553e-05,-6.480203270912170410e-01
1.412939854445788779e-05,-6.477842330932617188e-01
1.418059854445800006e-05,-6.475481986999511719e-01
1.423179854445811233e-05,-6.473122835159301758e-01
1.428299854445822460e-05,-6.470764279365539551e-01
1.433419854445833686e-05,-6.468406915664672852e-01
1.438539854445844913e-05,-6.466050148010253906e-01
1.443659854445856140e-05,-6.463693976402282715e-01
1.448779854445867366e-05,-6.461338996887207031e-01
1.453899854445878593e-05,-6.458984613418579102e-01
1.459019854445889820e-05,-6.456631422042846680e-01
1.464139854445901046e-05,-6.454278826713562012e-01
1.469259854445912273e-05,-6.451927423477172852e-01
1.474379854445923500e-05,-6.449576616287231445e-01
1.479499854445934726e-05,-6.447226405143737793e-01
1.484619854445945953e-05,-6.444877386093139648e-01
1.489739854445957180e-05,-6.442528963088989258e-01
1.494859854445968406e-05,-6.440181732177734375e-01
1.499979854445979633e-05,-6.437835097312927246e-01
1.505099854445990860e-05,-6.435489654541015625e-01
1.510219854446002086e-05,-6.433144807815551758e-01
1.515339854446013313e-05,-6.430801153182983398e-01
1.520459854446024540e-05,-6.428458094596862793e-01
1.525579854446035766e-05,-6.426115632057189941e-01
1.530699854446046824e-05,-6.423774361610412598e-01
1.535819854446058050e-05,-6.421433687210083008e-01
1.540939854446069277e-05,-6.419094204902648926e-01
1.546059854446080504e-05,-6.416755318641662598e-01
1.551179854446091730e-05,-6.414417028427124023e-01
1.556299854446102957e-05,-6.412079930305480957e-01
1.561419854446114184e-05,-6.409744024276733398e-01
1.566539854446125411e-05,-6.407408714294433594e-01
1.571659854446136637e-05,-6.405074000358581543e-01
1.576779854446147864e-05,-6.402740478515625000e-01
1.581899854446159091e-05,-6.400407552719116211e-01
1.587019854446170317e-05,-6.398075222969055176e-01
1.592139854446181544e-05,-6.395744085311889648e-01
1.597259854446192771e-05,-6.393414139747619629e-01
1.602379854446203997e-05,-6.391084194183349609e-01
1.607499854446215224e-05,-6.388756036758422852e-01
1.612619854446226451e-05,-6.386427879333496094e-01
1.617739854446237677e-05,-6.384100914001464844e-01
1.622859854446248904e-05,-6.381775140762329102e-01
1.627979854446260131e-05,-6.379449963569641113e-01
1.633099854446271357e-05,-6.377125382423400879e-01
1.638219854446282584e-05,-6.374801993370056152e-01
1.643339854446293811e-05,-6.372479200363159180e-01
1.648459854446305037e-05,-6.370157599449157715e-01
1.653579854446316264e-05,-6.367836594581604004e-01
1.658699854446327491e-05,-6.365516185760498047e-01
1.663819854446338717e-05,-6.363196969032287598e-01
1.668939854446349944e-05,-6.360878348350524902e-01
1.674059854446361171e-05,-6.358560919761657715e-01
1.679179854446372398e-05,-6.356244087219238281e-01
1.684299854446383624e-05,-6.353928446769714355e-01
1.689419854446394851e-05,-6.351613402366638184e-01
1.694539854446406078e-05,-6.349298954010009766e-01
1.699659854446417304e-05,-6.346985697746276855e-01
1.704779854446428531e-05,-6.344673037528991699e-01
1.709899854446439758e-05,-6.342361569404602051e-01
1.715019854446450984e-05,-6.340050697326660156e-01
1.720139854446462211e-05,-6.337740421295166016e-01
1.725259854446473438e-05,-6.335431337356567383e-01
1.730379854446484664e-05,-6.333122849464416504e-01
1.735499854446495891e-05,-6.330815553665161133e-01
1.740619854446507118e-05,-6.328508853912353516e-01
1.745739854446518344e-05,-6.326202750205993652e-01
1.750859854446529571e-05,-6.323897838592529297e-01
1.755979854446540798e-05,-6.321594119071960449e-01
1.761099854446552024e-05,-6.319290399551391602e-01
1.766219854446563251e-05,-6.316987872123718262e-01
1.771339854446574478e-05,-6.314686536788940430e-01
1.776459854446585704e-05,-6.312385797500610352e-01
1.781579854446596931e-05,-6.310085654258728027e-01
1.786699854446608158e-05,-6.307786703109741211e-01
1.791819854446619385e-05,-6.305488348007202148e-01
1.796939854446630611e-05,-6.303191184997558594e-01
1.802059854446641838e-05,-6.300894618034362793e-01
1.807179854446653065e-05,-6.298598647117614746e-01
1.812299854446664291e-05,-6.296303868293762207e-01
1.817419854446675518e-05,-6.294009685516357422e-01
1.822539854446686745e-05,-6.291716694831848145e-01
1.827659854446697971e-05,-6.289424300193786621e-01
1.832779854446709198e-05,-6.287132501602172852e-01
1.837899854446720425e-05,-6.284841895103454590e-01
1.843019854446731651e-05,-6.282551884651184082e-01
1.848139854446742878e-05,-6.280262470245361328e-01
1.853259854446754105e-05,-6.277974247932434082e-01
1.858379854446765331e-05,-6.275687217712402344e-01
1.863499854446776558e-05,-6.273400783538818359e-01
1.868619854446787785e-05,-6.271114945411682129e-01
1.873739854446799011e-05,-6.268829703330993652e-01
1.878859854446810238e-05,-6.266545653343200684e-01
1.883979854446821465e-05,-6.264262795448303223e-01
1.889099854446832691e-05,-6.261979937553405762e-01
1.894219854446843918e-05,-6.259698867797851562e-01
1.899339854446855145e-05,-6.257417798042297363e-01
1.904459854446866372e-05,-6.255137920379638672e-01
1.909579854446877598e-05,-6.252858638763427734e-01
1.914699854446888825e-05,-6.250580549240112305e-01
1.919819854446900052e-05,-6.248303055763244629e-01
1.924939854446911278e-05,-6.246026754379272461e-01
1.930059854446922505e-05,-6.243751049041748047e-01
1.935179854446933732e-05,-6.241475939750671387e-01
1.940299854446944958e-05,-6.239202022552490234e-01
1.945419854446956185e-05,-6.236928701400756836e-01
1.950539854446967412e-05,-6.234655976295471191e-01
1.955659854446978638e-05,-6.232384443283081055e-01
1.960779854446989865e-05,-6.230113506317138672e-01
1.965899854447001092e-05,-6.227843761444091797e-01
1.971019854447012318e-05,-6.225574612617492676e-01
1.976139854447023545e-05,-6.223306059837341309e-01
1.981259854447034772e-05,-6.221038699150085449e-01
1.986379854447045998e-05,-6.218771934509277344e-01
1.991499854447057225e-05,-6.216506361961364746e-01
1.996619854447068452e-05,-6.214241385459899902e-01
2.001739854447079678e-05,-6.211977005004882812e-01
2.006859854447090905e-05,-6.209713816642761230e-01
2.011979854447102132e-05,-6.207451224327087402e-01
2.017099854447113359e-05,-6.205189824104309082e-01
2.022219854447124585e-05,-6.202928423881530762e-01
2.027339854447135812e-05,-6.200668811798095703e-01
2.032459854447147039e-05,-6.198409199714660645e-01
2.037579854447158265e-05,-6.196150779724121094e-01
2.042699854447169492e-05,-6.193893551826477051e-01
2.047819854447180719e-05,-6.191636323928833008e-01
2.052939854447191945e-05,-6.189380884170532227e-01
2.058059854447203172e-05,-6.187125444412231445e-01
2.063179854447214399e-05,-6.184871196746826172e-01
2.068299854447225625e-05,-6.182617545127868652e-01
2.073419854447236852e-05,-6.180365085601806641e-01
2.078539854447248079e-05,-6.178113222122192383e-01
2.083659854447259305e-05,-6.175862550735473633e-01
2.088779854447270532e-05,-6.173611879348754883e-01
2.093899854447281759e-05,-6.171362400054931641e-01
2.099019854447292985e-05,-6.169114112854003906e-01
2.104139854447304212e-05,-6.166866421699523926e-01
2.109259854447315439e-05,-6.164619326591491699e-01
2.114379854447326665e-05,-6.162373423576354980e-01
2.119499854447337892e-05,-6.160128116607666016e-01
2.124619854447349119e-05,-6.157883405685424805e-01
2.129739854447360346e-05,-6.155639886856079102e-01
2.134859854447371572e-05,-6.153396964073181152e-01
2.139979854447382799e-05,-6.151155233383178711e-01
2.145099854447394026e-05,-6.148914098739624023e-01
2.150219854447405252e-05,-6.146673560142517090e-01
2.155339854447416479e-05,-6.144434213638305664e-01
2.160459854447427706e-05,-6.142195463180541992e-01
2.165579854447438932e-05,-6.139957308769226074e-01
2.170699854447450159e-05,-6.137720346450805664e-01
2.175819854447461386e-05,-6.135483980178833008e-01
2.180939854447472612e-05,-6.133248209953308105e-01
2.186059854447483839e-05,-6.131013631820678711e-01
2.191179854447495066e-05,-6.128779649734497070e-01
2.196299854447506292e-05,-6.126546859741210938e-01
2.201419854447517519e-05,-6.124314665794372559e-01
2.206539854447528746e-05,-6.122083067893981934e-01
2.211659854447539972e-05,-6.119852662086486816e-01
2.216779854447551199e-05,-6.117622852325439453e-01
2.221899854447562426e-05,-6.115393638610839844e-01
2.227019854447573652e-05,-6.113165616989135742e-01
2.232139854447584879e-05,-6.110938191413879395e-01
2.237259854447596106e-05,-6.108711957931518555e-01
2.242379854447607333e-05,-6.106486320495605469e-01
2.247499854447618559e-05,-6.104261279106140137e-01
2.252619854447629786e-05,-6.102036833763122559e-01
2.257739854447641013e-05,-6.099813580513000488e-01
2.262859854447652239e-05,-6.097591519355773926e-01
2.267979854447663466e-05,-6.095369458198547363e-01
2.273099854447674693e-05,-6.093148589134216309e-01
2.278219854447685919e-05,-6.090928912162780762e-01
2.283339854447697146e-05,-6.088709235191345215e-01
2.288459854447708373e-05,-6.086490750312805176e-01
2.293579854447719599e-05,-6.084273457527160645e-01
2.298699854447730826e-05,-6.082056760787963867e-01
2.303819854447742053e-05,-6.079840660095214844e-01
2.308939854447753279e-05,-6.077625155448913574e-01
2.314059854447764506e-05,-6.075410842895507812e-01
2.319179854447775733e-05,-6.073197126388549805e-01
2.324299854447786959e-05,-6.070984601974487305e-01
2.329419854447798186e-05,-6.068772673606872559e-01
2.334539854447809413e-05,-6.066561341285705566e-01
2.339659854447820639e-05,-6.064351201057434082e-01
2.344779854447831866e-05,-6.062141656875610352e-01
2.349899854447843093e-05,-6.059932708740234375e-01
2.355019854447854320e-05,-6.057724952697753906e-01
2.360139854447865546e-05,-6.055517792701721191e-01
2.365259854447876773e-05,-6.053311228752136230e-01
2.370379854447888000e-05,-6.051105856895446777e-01
2.375499854447899226e-05,-6.048901081085205078e-01
2.380619854447910453e-05,-6.046696901321411133e-01
2.385739854447921680e-05,-6.044493913650512695e-01
2.390859854447932906e-05,-6.042291522026062012e-01
2.395979854447944133e-05,-6.040089726448059082e-01
2.401099854447955360e-05,-6.037889122962951660e-01
2.406219854447966586e-05,-6.035689115524291992e-01
2.411339854447977813e-05,-6.033490300178527832e-01
2.416459854447989040e-05,-6.031292080879211426e-01
2.421579854448000266e-05,-6.029094457626342773e-01
2.426699854448011493e-05,-6.026897430419921875e-01
2.431819854448022720e-05,-6.024701595306396484e-01
2.436939854448033946e-05,-6.022506356239318848e-01
2.442059854448045173e-05,-6.020312309265136719e-01
2.447179854448056400e-05,-6.018118858337402344e-01
2.452299854448067626e-05,-6.015926003456115723e-01
2.457419854448078853e-05,-6.013734340667724609e-01
2.462539854448090080e-05,-6.011543273925781250e-01
2.467659854448101307e-05,-6.009352803230285645e-01
2.472779854448112533e-05,-6.007162928581237793e-01
2.477899854448123760e-05,-6.004974246025085449e-01
2.483019854448134987e-05,-6.002786755561828613e-01
2.488139854448146213e-05,-6.000599265098571777e-01
2.493259854448157440e-05,-5.998412966728210449e-01
2.498379854448168667e-05,-5.996227264404296875e-01
2.503499854448179893e-05,-5.994042754173278809e-01
2.508619854448191120e-05,-5.991858839988708496e-01
2.513739854448202347e-05,-5.989675521850585938e-01
2.518859854448213573e-05,-5.987493395805358887e-01
2.523979854448224800e-05,-5.985311865806579590e-01
2.529099854448236027e-05,-5.983130931854248047e-01
2.534219854448247253e-05,-5.980951189994812012e-01
2.539339854448258480e-05,-5.978772044181823730e-01
2.544459854448269707e-05,-5.976593494415283203e-01
2.549579854448280933e-05,-5.974415540695190430e-01
2.554699854448292160e-05,-5.972238779067993164e-01
2.559819854448303387e-05,-5.970063209533691406e-01
2.564939854448314613e-05,-5.967887639999389648e-01
2.570059854448325840e-05,-5.965713262557983398e-01
2.575179854448337067e-05,-5.963539481163024902e-01
2.580299854448348294e-05,-5.961366891860961914e-01
2.585419854448359520e-05,-5.959194898605346680e-01
2.590539854448370747e-05,-5.957023501396179199e-01
2.595659854448381974e-05,-5.954853296279907227e-01
